model_name,best_epoch,best_val_macro_f1,train_seconds,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
vit_b_16,16,0.9672661392051884,4849.965709924698,0.9592169657422512,0.9532122680193236,0.9591349243531084,0.9534903680332715,0.9530005727069559
resnet18,15,0.9534388798775657,710.421097278595,0.9477977161500816,0.9412035669249814,0.9474952007724753,0.9479981674593709,0.936120461450051
