model_name,test_accuracy_baseline,test_macro_f1_baseline,test_weighted_f1_baseline,test_accuracy_improved,test_macro_f1_improved,test_weighted_f1_improved,delta_accuracy,delta_macro_f1,delta_weighted_f1
vit_b_16,0.931484502446982,0.9271510275279914,0.9315026470896686,0.9592169657422512,0.9532122680193236,0.9591349243531084,0.02773246329526924,0.026061240491332183,0.027632277263439864
resnet18,0.8700380641653073,0.8600552830286368,0.8695089562375083,0.9477977161500816,0.9412035669249814,0.9474952007724752,0.0777596519847743,0.08114828389634465,0.07798624453496683
