epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_weighted_f1,val_weighted_f1,lr
1,0.5224800454251848,0.2556120037967709,0.8387134366623936,0.9097335508428493,0.8229530934626494,0.9037549716859635,0.8377137543401464,0.9095066509472997,9.938441702975689e-05
2,0.18913048481298012,0.21453711019384272,0.9412655867614497,0.9260467645459489,0.9349964526027366,0.9193498512672583,0.9410548712394899,0.9259010696746894,9.755282581475769e-05
3,0.10488302969749179,0.19108402759825296,0.9680689896282485,0.9358346927678086,0.9640066294654845,0.9300924402005789,0.9680179809506978,0.9361938412869961,9.45503262094184e-05
4,0.06998606500418894,0.19834737926154372,0.9773919123645263,0.9352909189777052,0.9742003890469662,0.9285444063483892,0.9773594020874877,0.9357043964098571,9.045084971874738e-05
5,0.043108697635507044,0.19931734779919535,0.9881132735112458,0.9412724306688418,0.9874723252305166,0.9365684516280712,0.9881084599504322,0.9414667527343099,8.535533905932738e-05
6,0.029669764479575575,0.19080432021890145,0.9911432234005361,0.9439912996193583,0.9903501304615089,0.9387319885104857,0.9911426581860755,0.9438453540045602,7.938926261462366e-05
7,0.022698478445683363,0.19583905531602946,0.9940566367556228,0.9439912996193583,0.9937451578268977,0.9416002313250941,0.9940559701101771,0.9440071176255681,7.269952498697734e-05
8,0.012968181983780825,0.19278639149834373,0.9967369770423028,0.9494290375203915,0.9964620680369723,0.9481227865588366,0.9967343046503099,0.9494054689024651,6.545084971874738e-05
9,0.008976836781612351,0.1871893365805145,0.9981354154527444,0.9488852637302883,0.9980828596244518,0.9438577001349306,0.9981351862421377,0.9488262149196548,5.782172325201156e-05
10,0.009576086799183581,0.18749888413071697,0.9981354154527444,0.9488852637302883,0.9980423773191053,0.9455931763893484,0.9981352618315229,0.9490080973652092,5.000000000000001e-05
11,0.006041436319934809,0.18245352273113122,0.9984850250553549,0.9510603588907015,0.9984159810084549,0.9503737291850831,0.9984848606119753,0.9510112099597718,4.217827674798848e-05
12,0.003338992548352174,0.17212127543714398,0.9994173173289826,0.9532354540511148,0.9994937176752196,0.9502618102000575,0.9994173440327287,0.9532500912794301,3.454915028125264e-05
13,0.0030122517277405766,0.19367599231254284,0.9994173173289826,0.9494290375203915,0.9994640456715725,0.945877402246451,0.9994173793179213,0.9494245506408616,2.730047501302267e-05
14,0.00240522224354919,0.1748367568246044,0.9995338538631862,0.9559543230016313,0.9995008051403091,0.9523730177364232,0.9995338817231911,0.9559391579132767,2.0610737385376356e-05
15,0.0016940101863431739,0.16935849997208388,1.0,0.9564980967917346,1.0,0.9534388798775657,1.0,0.9564489316309097,1.464466094067263e-05
16,0.0012269057886988228,0.17936210799000069,0.9998834634657965,0.9521479064709081,0.9998564639308724,0.9482581545557981,0.9998834896663236,0.9521243559908744,9.549150281252635e-06
17,0.0009711170566891571,0.17157991953263016,1.0,0.9548667754214247,1.0,0.9513557129770837,1.0,0.9548471657257032,5.4496737905816115e-06
18,0.001602592442798767,0.1721031359919003,0.9997669269315931,0.9532354540511148,0.9998281574231278,0.9488375403883171,0.9997669183441409,0.9532606353773624,2.4471741852423237e-06
19,0.001173391744369408,0.17365353753412463,1.0,0.9543230016313213,1.0,0.9509282999120451,1.0,0.9542807905985229,6.155829702431171e-07
20,0.0012179714222844004,0.17553456562767217,0.9997669269315931,0.9543230016313213,0.9997913578632638,0.951245514062129,0.9997669014937133,0.9542422492087049,0.0
