model_name,best_epoch,train_seconds,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
vit_b_16,15,1943.419373035431,0.9314845024469821,0.9271510275279914,0.9315026470896686,0.9336703508427501,0.9221865722477357
resnet18,18,376.26657485961914,0.8700380641653073,0.8600552830286368,0.8695089562375083,0.8708731014589672,0.8536683131028451
