model_name,phase,params_trainable,best_epoch,best_val_macro_f1,train_seconds,lr,test_accuracy,test_macro_f1,test_weighted_f1,test_macro_precision,test_macro_recall
custom_cnn,baseline,1175786,38,0.7997483095685277,1652.4557287693024,0.001,0.7879282218597063,0.7805647177000579,0.7871877578805078,0.7974610756035501,0.7748404854427129
tiny_vit,baseline,3983338,28,0.7333763197717639,2030.5210349559784,0.0005,0.7090810222947254,0.6925023876927511,0.7066972825475416,0.6968150624615687,0.6924258685287071
