epoch,train_loss,val_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_weighted_f1,val_weighted_f1,lr
1,1.4884274512123026,0.9412290205963284,0.5724274560074584,0.7694399129961936,0.5108913177134937,0.7226896446513533,0.553569460942074,0.7574664826443809,0.00029815325108927063
2,0.8061180496782624,0.6343450709618325,0.7918657499125976,0.8259923871669386,0.7631902455063431,0.793962747938006,0.7869226665653528,0.8190338864069001,0.00029265847744427303
3,0.6166579184617186,0.5283175057338073,0.826477100571029,0.8515497553017944,0.8086747928248605,0.8402772267170013,0.823910876751225,0.8508650153807982,0.0002836509786282552
4,0.5352072741876683,0.4774159895394923,0.8436079710989395,0.8569874932028276,0.8306714610607214,0.8461813607239662,0.8420133228710145,0.8557208466845211,0.0002713525491562421
5,0.48436394762762247,0.4416704736629733,0.8559608437245076,0.866231647634584,0.8454910619206268,0.8551473530439194,0.8549350788803489,0.8648846144044576,0.0002560660171779821
6,0.45792768840925385,0.4239980393353203,0.8631861088451229,0.8667754214246873,0.8560496908272093,0.8564298000367934,0.862574865255082,0.8658509413437502,0.000238167787843871
7,0.43464058974505776,0.4134482714454398,0.8635357184477334,0.8684067427949973,0.8554236875394711,0.8594822657479332,0.8627862591562533,0.8672238727605581,0.00021809857496093204
8,0.41482632113786694,0.39783981473242347,0.8721594219787904,0.8716693855356172,0.8648771628006335,0.8618826086122942,0.87153351220014,0.870628703580746,0.00019635254915624216
9,0.4029897114652921,0.3865577511777043,0.8756555180048945,0.8749320282762371,0.8678954696991905,0.8661263460144932,0.8751721425402653,0.8743945228635542,0.00017346516975603468
10,0.394868658758963,0.3889766221723199,0.8771704929495396,0.8727569331158238,0.8701873911581546,0.8641599808751501,0.8767570456582237,0.8723744101344614,0.00015000000000000001
11,0.390496706680573,0.3808130676685435,0.8781027852231674,0.8754758020663403,0.8716977776006891,0.86655839249854,0.877380591450035,0.8750971033307863,0.0001265348302439654
12,0.38353000068119975,0.3788909771119595,0.880433515907237,0.8760195758564437,0.8725130118460396,0.8694609508393001,0.879851834146894,0.8756300400593232,0.0001036474508437579
13,0.3808599347251929,0.3765631095749843,0.8820650273860855,0.8754758020663403,0.8754340889856035,0.8647576351182785,0.8816285468823712,0.8754431248860607,8.190142503906799e-05
14,0.3740669640887938,0.3656616312061204,0.8829973196597133,0.8743882544861338,0.8765233393359129,0.8663218523919294,0.8825065231844976,0.8739067769714423,6.183221215612905e-05
15,0.36924478621794593,0.36618083896942927,0.8836965388649342,0.8760195758564437,0.8782785598401874,0.8676023821297603,0.8832395416228791,0.8752461202815593,4.393398282201788e-05
16,0.36430713123144937,0.36576794476013846,0.8860272695490036,0.8776508972267537,0.8789859139786931,0.8697200583806726,0.8855617832156478,0.8772432701086724,2.86474508437579e-05
17,0.3737060786467473,0.36858652323857155,0.8796177601678126,0.8760195758564437,0.873869521654129,0.8686305441734957,0.8791434272667523,0.8761055608133136,1.6349021371744834e-05
18,0.37161430615622215,0.36219975324737563,0.8845122946043584,0.8771071234366503,0.8789419437231215,0.8689466020029613,0.8840663595592537,0.8771305845499003,7.341522555726972e-06
19,0.36708627805997684,0.3636061954329752,0.8854445868779862,0.8776508972267537,0.8793566037141607,0.8680090432669546,0.8850679020224334,0.8772179965367101,1.8467489107293517e-06
20,0.36529975552309396,0.3644816043780121,0.8854445868779862,0.8727569331158238,0.8784741030187998,0.8657232604406928,0.8849905400681348,0.8724467331968725,0.0
